CaseID,Status_Notes,Responsible_Agency,Category,Request_Type,Request_Details
339490,NULL,"PUC - Electric/Power - G","General Request - PUC",request_for_service,"electric - request_for_service"
339487,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
339484,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
339483,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
339481,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
338512,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
339480,"emailed to clear channel ","311 Service Request Queue","311 External Request",Graffiti,"Graffiti - ClearChannel"
339479,""cancel per resident"," items gone. "","DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items"
339478,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Paper Spill"
339475,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
339474,"New SR#339504 RCS/PUC ","311 Service Request Queue","311 External Request",Damaged_Property,NULL
339473,"#145 12-29-08 @1245 ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car2door","Grey - Nissan - Sentra - 6BWU244"
339468,""this is not unit issue"," but building issue. please see SR# 339488 "","Housing Authority SR Queue","SFHA Requests","Steam Fitter"
339467,NULL,"DPW - Bureau of Street Use and Mapping - G","General Request - PUBLIC WORKS",request_for_service,"bsm - request_for_service"
339466,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials",Glass
339462,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
339458,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
339457,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials",Glass
339456,NULL,"311 Service Request Queue","311 External Request",Damaged_Property,NULL
339449,"Debris removed. ","zzRPD Neighborhood Service Area 8 Queue - DO NOT USE","Rec and Park Requests","Park - Neighborhood_Services_Area",TrashDumping
339448,"Debris removed. ","zzRPD Neighborhood Service Area 8 Queue - DO NOT USE","Rec and Park Requests","Park - Neighborhood_Services_Area",TrashDumping
339446,"This is not a unit issue but a building issue. Please see SR # 339488 ","Housing Authority SR Queue","SFHA Requests","Steam Fitter","Steam Fitter - Urgent"
339443,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
339435,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
339434,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Mattress
339433,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Electronics
339432,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
339428,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
339427,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Mattress
339425,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
339424,"Refer to 339435 ","311 Service Request Queue","311 External Request",Damaged_Property,NULL
339422,NULL,"DPW Ops Queue","Homeless Concerns","Medical Waste",Needles
339416,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials",Glass
339415,"Transferred to Agency ","311 Service Request Queue","311 External Request",Damaged_Property,NULL
339414,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
339413,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
339412,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
339410,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
339409,"Transferred to Agency ","311 Service Request Queue","311 External Request",Damaged_Property,NULL
339396,"Vehicle moved ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car2door","dark blue - camero - chevy - 998 xtg"
339394,NULL,"DPW Ops Queue",Encampments,"Encampment items","Cart Pickup"
339392,"G44 12-30-08 @0833 ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Trailer","DPT Abandoned Vehicles Low"
339389,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning",Overflowing_City_Receptacle_or_Dumpster,Overflowing_City_Receptacle_or_Dumpster
339388,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Pole","Pole - Not_Offensive"
339387,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
992235,NULL,"311 Escalated KB Questions Queue","General Request - 311CUSTOMERSERVICECENTER",other,"311CustomerServiceCenter - other"
339385,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Pole","Pole - Not_Offensive"
339384,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
339382,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
339380,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
339379,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
339378,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
339376,NULL,"DPW Ops Queue",Graffiti,"Graffiti on City_receptacle","City_receptacle - Not_Offensive"
339374,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
339371,NULL,"DPW - Other - G","General Request - PUBLIC WORKS",mailing_request,"dpw_other - mailing_request"
339360,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
339358,"Per OCM- Kim Reeder this is not handled by HA. ","Housing Authority SR Queue","SFHA Requests",Electrical,"Electrical - Emergency"
339357,"#246 12-29-08 @1330 ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car4door","Silver - Honda - Civic - 6AAT229"
339356,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Sidewalk_structure","Sidewalk_structure - Not_Offensive"
339353,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
339349,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
339347,""This is not a unit issue"," but bulding issue. Please see SR# 339488 "","Housing Authority SR Queue","SFHA Requests","Steam Fitter"
339343,"see notes ","311 Supervisor Queue","Sidewalk or Curb",Sidewalk_Defect,Lifted_sidewalk_other
339339,NULL,"DPW Ops Queue","Tree Maintenance","Trees - Damaged_Tree",Fallen_tree
339331,"#44 12-29-08 @1200 ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Other","maroon - toyota - previa - NONE"
339330,"#145 12-29-08 @1530 ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car4door","Brownish - Nova - Concourse - 077PYP"
339315,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
339314,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
339309,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Mail_box","Mail_box - Not_Offensive"
339302,NULL,"PUC - Electric/Power - G","General Request - PUC",request_for_service,"electric - request_for_service"
339301,NULL,"PUC - Electric/Power - G","General Request - PUC",request_for_service,"electric - request_for_service"
339297,"sent to CLear Channel. ","311 Service Request Queue","311 External Request",Graffiti,"Graffiti - ClearChannel"
339296,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_commercial","Building_commercial - Post_Abatement_Inspection"
339295,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Mattress
339291,NULL,"DPW Ops Queue",Graffiti,"Graffiti on City_receptacle","City_receptacle - Not_Offensive"
339288,NULL,"PUC - Electric/Power - G","General Request - PUC",request_for_service,"electric - request_for_service"
339282,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
339279,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Other_enter_additional_details_below","Other_enter_additional_details_below - Offensive"
339278,"#145 12-29-08 @1335 ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car2door","white - toyota - na - 6dl249"
339275,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Other_enter_additional_details_below","Other_enter_additional_details_below - Offensive"
339274,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Sidewalk_structure","Sidewalk_structure - Not_Offensive"
339273,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Pole","Pole - Offensive"
339271,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Pole","Pole - Offensive"
339269,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Fire_call_box","Fire_call_box - Offensive"
339266,NULL,"DPW - Other - G","General Request - RPD",request_for_service,"structural_maintenance - request_for_service"
339264,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_commercial","Building_commercial - Offensive"
339262,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Pole","Pole - Offensive"
339261,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_commercial","Building_commercial - Offensive"
339256,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Pole","Pole - Offensive"
339253,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_commercial","Building_commercial - Offensive"
339252,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Electronics
339249,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_commercial","Building_commercial - Not_Offensive"
339248,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Signal_box","Signal_box - Offensive"
339247,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Pole","Pole - Not_Offensive"
339246,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Pole","Pole - Not_Offensive"
339245,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_residential","Building_residential - Not_Offensive"
339243,NULL,"DPT SignShop Repair Queue","Sign Repair","Sign Repair - Bent","Do_Not_Enter - Bent; support - Leaning"
339239,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
339237,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
339236,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
339235,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
339233,"TOWED FOR TICKETS #E82 12-30-08 @0925 ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Other","Red - Volkswagan - Van - 2YRZ467"
339229,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Mattress
339226,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning",Overflowing_City_Receptacle_or_Dumpster,Overflowing_City_Receptacle_or_Dumpster
339222,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
339216,NULL,"DPW Ops Queue","Litter Receptacles",Damaged_City_Can,City_Can_Other
339215,NULL,"DPW Ops Queue",Encampments,"Encampment items","Cart Pickup"
339210,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Electronics
339208,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
339204,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
339201,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
339200,NULL,"DPW Ops Queue",Encampments,"Encampment items","Cart Pickup"
339198,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
339196,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Electronics
339195,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
339193,"cancel per CSR request. ","DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
339191,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
339189,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Furniture
339184,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
339175,"#248 12-29-08 @1009 ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Other","NA - NA - RV - 4WZB193"
339168,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
339167,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","Bulky Items",Mattress
339165,NULL,"DPW Ops Queue","Illegal Postings","Illegal Postings - Multiple_Postings","Multiple_Postings on Street"
339164,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_other","Building_other - Post_Abatement_Inspection"
339162,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
339161,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
339160,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_other","Building_other - Not_Offensive"
339157,"sent online form to DPW. ","311 Service Request Queue","311 External Request",Graffiti,"Graffiti - ClearChannel"
339155,NULL,"DPW Ops Queue","Litter Receptacles",Damaged_City_Can,Damaged_liner
339152,"#145 12-29-08 @1620 ","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car4door",NULL
339151,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_commercial","Building_commercial - Not_Offensive"
339150,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Mail_box","Mail_box - Not_Offensive"
339148,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Sidewalk_in_front_of_property","Sidewalk_in_front_of_property - Not_Offensive"
339147,"ALREADY IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for Annuzzi Concrete","Annuzzi Concrete"
339145,"ALREADY IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for Annuzzi Concrete","Annuzzi Concrete"
339144,"ALREADY IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for Annuzzi Concrete","Annuzzi Concrete"
339142,"ALREADY IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for Annuzzi Concrete","Annuzzi Concrete"
339141,"ALREADY IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for Annuzzi Concrete","Annuzzi Concrete"
339140,"ALREADY IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for Annuzzi Concrete","Annuzzi Concrete"
339138,"ALREADY IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for Annuzzi Concrete","Annuzzi Concrete"
339137,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Sidewalk_in_front_of_property","Sidewalk_in_front_of_property - Not_Offensive"
339136,"ALREADY IN SC ","DPT Construction Zone Permits Queue","Construction Zone Permits","Construction Zone Tow-away Permits for Annuzzi Concrete","Annuzzi Concrete"
339133,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
330169,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
339127,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
339126,NULL,"Housing Authority SR Queue","SFHA Requests",Carpentery,"Carpentery - Emergency"
339125,NULL,"zzRPD - Other - G - DO NOT USE","General Request - RPD",other,"rpd_other - other"
339123,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
339115,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Other_enter_additional_details_below","Other_enter_additional_details_below - Offensive"
339113,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Pole","Pole - Offensive"
339111,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Pole","Pole - Offensive"
339107,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Pole","Pole - Offensive"
339105,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Other_enter_additional_details_below","Other_enter_additional_details_below - Offensive"
339104,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_commercial","Building_commercial - Not_Offensive"
339103,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Sidewalk_in_front_of_property","Sidewalk_in_front_of_property - Offensive"
339102,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
339098,NULL,"DPW Ops Queue","Homeless Concerns","Human Waste","Human Waste"
339096,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Pole","Pole - Offensive"
339093,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Mail_box","Mail_box - Offensive"
339092,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Mail_box","Mail_box - Offensive"
339091,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_other","Building_other - Not_Offensive"
339089,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Pole","Pole - Offensive"
339088,NULL,"DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage"
339087,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_commercial","Building_commercial - Not_Offensive"
339086,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Mail_box","Mail_box - Offensive"
339084,NULL,"DPW Ops Queue",Graffiti,"Graffiti on Building_commercial","Building_commercial - Not_Offensive"
